
#! mm[f,0]/ V[f,1]/ dV[f,2]/
4.97 2.34  0.0005
5.00 2.46  0.0005
5.05 2.50  0.0005
5.10 2.37  0.0005
5.15 2.09  0.0005
5.20 1.68  0.0005
5.25 1.24  0.0005
5.30 0.77  0.0005
5.35 0.39  0.0005
5.40 0.16  0.0005
5.45 0.11  0.0005
5.50 0.24  0.0005

5.60 0.32  0.0005
5.70 1.24   0.0005
5.80 1.92 0.0005
5.90 1.96 0.0005
6.0 1.77 0.0005
6.1 1.04 0.0005
6.2 0.47 0.0005
6.3 0.16 0.0005
6.4 0.56 0.0005
6.5 0.97 0.0005
6.6 1.27 0.0005
6.7 1.19 0.0005
6.8 0.74 0.0005
6.9 0.38 0.0005
7.0 0.15 0.0005
7.1 0.08 0.0005
7.2 0.23 0.0005
7.3 0.35 0.0005
7.4 0.48 0.0005
7.5 0.45 0.0005
7.6 0.32 0.0005
7.7 0.24 0.0005
7.8 0.14 0.0005
7.9 0.10 0.0005
8.0 0.06 0.0005


